Timestamp,Gender,age,marital_status,student _yrs,ongoing_yr,Department,mnt_ fam_ incm,afmi,aware_Bal_diet,fbl, weight,height, hhac,avg_slp_hours,nat_fruit_juice,fries, green_salad,carrots, vegetables,sft_drink,smoke,cnfj,cf,cgs,ccarrots,cveg,csd,csmk,cslppat 
2021/08/14 5:00:18 am GMT+6,1,21-25,Single,Undergraduate,3rd year,Engineering and Physical Sciences,"80,000 - 1 Lakh",No (Stayed more or less the same / increased),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,No,6 - 8 hours,None (I didn't drink fruit juice at all),7 - 10 times a week,None (I didn't eat green salad),None (I didn't eat carrots),None (I didn't eat them),4 - 6 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),4 - 6 times a week,None (I don't eat green salad),None (I don't eat carrots),None (I don't eat them),4 - 6 times a week,None (I don't smoke),It did not have any impact at all
2021/08/14 6:24:59 am GMT+6,1,15-20,Single,College,1st year,Science,"Below 40,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/14 8:02:00 am GMT+6,1,15-20,Single,College,1st year,Science,"80,000 - 1 Lakh",Yes. (It got reduced),No,Yes,61-70 kg,Below 5 feet,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,More than 10 times a week,None (I didn't eat carrots),More than 10 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,More than 10 times a week,None (I don't eat carrots),More than 10 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/14 10:03:32 am GMT+6,1,15-20,Single,College,2nd year,"Class:12, Science ","40,000 - 60,000",No (Stayed more or less the same / increased),Yes,No,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/14 10:09:27 am GMT+6,1,15-20,Single,College,1st year,Engineering and Physical Sciences,"80,000 - 1 Lakh",No (Stayed more or less the same / increased),Yes,Yes,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/14 10:24:08 am GMT+6,1,15-20,Single,College,1st year,science,"40,000 - 60,000",Yes. (It got reduced),Yes,No,Less than 50 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,None (I don't smoke),I sleep more
2021/08/14 1:23:28 pm GMT+6,1,15-20,Single,College,1st year,Science ,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,No,More than 80 kg,5 ft. 4 inch - 5 ft. 7 inch,No,6 - 8 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),7 - 10 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/14 1:27:05 pm GMT+6,1,15-20,Single,College,1st year,Science,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,None (I don't eat green salad),1-3 times a week,1-3 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/14 1:49:57 pm GMT+6,1,Less than 15,Single,School,1st year,Science,"80,000 - 1 Lakh",No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),more than 8 hours,None (I didn't drink fruit juice at all),7 - 10 times a week,7 - 10 times a week,None (I didn't eat carrots),1-3 times a week,4 - 6 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,None (I don't eat carrots),1-3 times a week,4 - 6 times a week,None (I don't smoke),I sleep more
2021/08/14 1:58:05 pm GMT+6,1,15-20,Single,College,1st year,Science ,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/15 6:53:32 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/16 9:59:11 am GMT+6,1,21-25,Single,Undergraduate,3rd year,Medical student ,"Below 40,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),1-3 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/16 11:01:40 am GMT+6,0,21-25,Single,Undergraduate,2nd year,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),No,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,No,4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,More than 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,More than 10 times a week,More than 10 times a week,None (I don't smoke),I sleep more
2021/08/17 12:42:19 am GMT+6,1,15-20,Single,School,Not a student now,Humanities ,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/18 12:39:17 pm GMT+6,1,15-20,Single,College,1st year,"Bangla, English, Physics, Chemistry, Biology, Higher Math",More than 1 Lakh,No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/22 2:40:26 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),No,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),4 - 6 times a week,None (I don't eat carrots),1-3 times a week,4 - 6 times a week,None (I don't smoke),I sleep more
2021/08/22 3:20:52 pm GMT+6,0,21-25,Single,Undergraduate,3rd year,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,No,6 - 8 hours,4 - 6 times a week,1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,6 - 14 times a week,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,6 - 14 times a week,I sleep more
2021/08/22 3:23:17 pm GMT+6,0,15-20,Single,Undergraduate,1st year,Business and Economics,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,6 ft. or above,Yes (sometimes),4 - 6 hours,1 - 3 times a week,7 - 10 times a week,4 - 6 times a week,None (I didn't eat carrots),4 - 6 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/22 4:07:47 pm GMT+6,0,21-25,Single,Undergraduate,2nd year,Business and Economics,"Below 40,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),4 - 6 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,More than 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),4 - 6 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,More than 10 times a week,6 - 14 times a week,It did not have any impact at all
2021/08/22 4:08:44 pm GMT+6,1,21-25,Single,Undergraduate,2nd year,Engineering and Physical Sciences,"Below 40,000",No (Stayed more or less the same / increased),No,No,Less than 50 kg,Below 5 feet,Yes (regularly),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/22 7:32:22 pm GMT+6,0,26-30,Single,Postgraduate student,Not a student now,Business and Economics,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),4 - 6 times a week,None (I didn't eat carrots),More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),4 - 6 times a week,None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/22 10:37:17 pm GMT+6,0,26-30,Single,Postgraduate student,1st year,Health and life sciences,"Below 40,000",Yes. (It got reduced),No,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,4 - 6 times a week,None (I don't eat carrots),4 - 6 times a week,4 - 6 times a week,None (I don't smoke),I sleep more
2021/08/22 10:49:28 pm GMT+6,0,21-25,Single,Undergraduate,3rd year,Humanities and Social Sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),7 - 10 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,4 - 6 times a week,Less 2 times a week,1 - 3 times a week,None (I don't eat potatoes),1-3 times a week,More than 10 times a week,1-3 times a week,7 - 10 times a week,2 - 5 times a week,It did not have any impact at all
2021/08/22 11:55:09 pm GMT+6,0,26-30,Single,Was a student,Not a student now,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,6 - 14 times a week,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,6 - 14 times a week,I sleep more
2021/08/23 10:21:17 am GMT+6,1,26-30,Single,Was a student,Not a student now,Business and Economics,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/23 6:53:13 pm GMT+6,1,15-20,Single,Undergraduate,1st year,Zoology or Animal Science ,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),4 - 6 times a week,More than 10 times a week,More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),4 - 6 times a week,1-3 times a week,More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
